2024-07-12 19:22:54,160 INFO    MainThread:26572 [wandb_setup.py:_flush():76] Current SDK version is 0.17.4
2024-07-12 19:22:56,658 INFO    MainThread:26572 [wandb_run.py:_redirect():2235] redirect: wrap_raw
2024-07-12 19:22:56,658 INFO    MainThread:26572 [wandb_run.py:_redirect():2300] Wrapping output streams.
2024-07-12 19:22:56,658 INFO    MainThread:26572 [wandb_run.py:_redirect():2325] Redirects installed.
2024-07-12 19:22:56,694 INFO    MainThread:26572 [wandb_init.py:init():847] run started, returning control to user process
2024-07-12 19:22:56,695 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 19:22:56,695 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 19:23:21,656 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 19:23:21,656 INFO    MainThread:26572 [wandb_config.py:__setitem__():151] config set learning_rate = 0.001 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x0000029B8FB6A530>>
2024-07-12 19:23:21,656 INFO    MainThread:26572 [wandb_run.py:_config_callback():1382] config_cb learning_rate 0.001 None
2024-07-12 19:23:21,656 INFO    MainThread:26572 [wandb_config.py:__setitem__():151] config set epochs = 200 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x0000029B8FB6A530>>
2024-07-12 19:23:21,656 INFO    MainThread:26572 [wandb_run.py:_config_callback():1382] config_cb epochs 200 None
2024-07-12 19:23:21,656 INFO    MainThread:26572 [wandb_config.py:__setitem__():151] config set batch_size = 10 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x0000029B8FB6A530>>
2024-07-12 19:23:21,656 INFO    MainThread:26572 [wandb_run.py:_config_callback():1382] config_cb batch_size 10 None
2024-07-12 19:23:21,656 INFO    MainThread:26572 [wandb_config.py:__setitem__():151] config set max_iter = 2000 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x0000029B8FB6A530>>
2024-07-12 19:23:21,656 INFO    MainThread:26572 [wandb_run.py:_config_callback():1382] config_cb max_iter 2000 None
2024-07-12 19:23:21,656 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 19:23:21,656 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 19:23:28,334 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 19:23:28,334 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 19:23:28,334 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 19:23:29,254 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 19:23:34,529 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 19:23:34,529 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 19:23:34,562 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 19:23:36,078 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 19:23:36,078 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 19:23:36,081 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 19:23:36,101 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 19:23:36,101 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 19:23:37,032 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 19:23:37,032 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 19:23:37,032 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 19:24:05,936 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 19:24:05,936 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 19:24:05,936 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 19:24:14,346 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 19:24:14,349 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 19:24:14,349 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 19:24:16,711 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 19:24:16,810 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 19:24:16,810 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 19:24:25,203 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 19:24:25,203 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 19:24:25,203 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 19:24:26,393 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 19:24:26,403 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 19:24:26,403 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 19:24:34,181 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 19:24:34,181 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 19:24:34,181 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 19:24:35,195 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 19:24:35,195 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 19:24:35,195 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 19:24:49,726 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 19:24:49,733 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 19:24:49,733 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 19:25:01,063 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 19:25:01,070 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 19:25:01,070 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 19:25:31,539 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 20:20:54,974 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 20:20:54,974 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 20:20:55,069 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 20:20:56,017 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 20:20:56,018 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 20:22:15,676 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 20:24:15,850 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 20:24:15,850 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 20:24:19,772 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 20:24:19,775 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 20:24:19,775 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 20:24:23,500 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 20:24:23,670 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 20:24:23,670 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 20:25:05,841 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 20:25:05,976 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 20:25:05,976 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 20:25:10,754 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 20:35:18,018 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 20:35:18,019 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 20:36:20,963 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 20:36:21,103 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 20:36:21,103 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 20:36:21,140 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 20:36:21,141 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 20:36:21,141 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 20:36:21,182 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 20:36:21,190 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 20:36:21,190 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 20:36:21,232 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 20:36:21,287 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 20:36:21,287 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 20:36:21,303 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 20:36:22,802 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 20:36:22,802 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 20:36:22,818 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 20:36:23,983 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 20:36:23,983 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 20:37:03,506 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 20:37:03,521 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 20:37:03,522 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 20:37:12,587 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 20:37:14,025 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 20:37:14,025 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 20:37:18,896 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 20:37:18,905 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 20:37:18,905 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
2024-07-12 20:37:20,754 INFO    MainThread:26572 [wandb_init.py:_resume_backend():445] resuming backend
2024-07-12 20:37:20,754 INFO    MainThread:26572 [jupyter.py:save_ipynb():372] not saving jupyter notebook
2024-07-12 20:37:20,754 INFO    MainThread:26572 [wandb_init.py:_pause_backend():440] pausing backend
